Source	Target
Sweep	싹쓸이
Sweet Roll	달콤한 빵
Swindler's Den	사기꾼의 굴
Swindler's Voice	사기꾼의 목소리
Switch	단추
Switch Targets	목표 변경
Sword of Amazement	경이로운 검
Sword Stand	검 전시대
Swords swing faster than axes, and axes swing faster than maces.	검은 도끼보다 빨리, 도끼는 철퇴보다 빨리 휘두를 수 있습니다.
Sybille	시빌
Sybille Stentor	시빌 스텐터
Sylgja	실기야
Sylgja's House	실기야의 집
Sylgja's Satchel	실기야의 가방
Syncope Sanctuary Key	열쇠 - 상실한 성역
Synda	신다
Synda Llanith	신다 라니스
Syndus	신더스
Synod Researcher	시노드 연구자
Taarie	타리에
Table	탁자
Table with Benches	탁자와 긴 의자들
Table with Display Cases	탁자와 진열함
Tacitus	타시투스
Tacitus Sallustius	타시투스 살루스티우스
Tag, you're it!	술래잡기
Tainted Blood of the Ancients	고대의 저주받은 피
Tainted Blood Withdrawals	저주받은 피 효과
Take	가지기
Take <Alias=Item> to the Shrine of Talos for <Alias=Questgiver>.	<Alias=Questgiver> 를 위해서 탈로스의 성소로 <Alias=Item> 가져가기
Take a city back? What's that mean?	도시를 되찾자고? 그게 무슨 뜻이지?
Take a Forsworn Heart	포스원 심장을 구하기
Take All	모두 가지기
Take Bera's Necklace to Runil in Falkreath	베라의 목걸이를 팔크리스에 있는 루닐에게 전달하기
Take butter from	버터를 꺼내기
Take me near the castle to the west. (<Global=DLC1FerryCostLarge> gold)	서쪽에 있는 성 근처까지. (<Global=DLC1FerryCostLarge> 골드)
Take on the form of a skeever.	스키버의 모습으로 변신합니다.
Take on the form of the bear.	곰의 형상으로 변신합니다.
Take on the form of the wolf.	늑대의 모습으로 변신합니다.
Take out the archers	궁수들을 처리하기
Take over <Alias=Fort> by defeating the enemy (<Global=CWPercentPoolRemainingDefender>% Remaining)	적군을 물리쳐서 <Alias=Fort> 점령하기 (<Global=CWPercentPoolRemainingDefender>% 남음)
Take over <Alias=Fort> by killing the enemy (<Global=CWPercentPoolRemainingDefender>% Remaining)	적군을 죽여서 <Alias=Fort> 점령하기 (<Global=CWPercentPoolRemainingDefender>% 남음)
Take over the caravan	짐마차를 뺏기
Take over the fort	요새를 차지하기
Take sapling	묘목을 가지기
Take Shagrol's Hammer back to Largashbur	샤그롤의 망치를 라가쉬버에 돌려주기
Take the Bloodstone Chalice to Redwater Spring	혈석 성배를 레드워터 샘으로 가져가기
Take the Gauldur Amulet	골더 아뮬렛 가져가기
Take the hidden treasure	숨겨진 보물을 가지기
Take the Lexicon to Avanchnzel	고대사전을 아반츤젤에 가져가기
Take the oath	맹세하기
Take the Oghma Infinium	오그마 인피니움을 가지기
Take the Skull of Corruption	타락의 두개골을 가지기
Take the Totem to the Underforge	토템을 언더포지로 가져가기
Take the wedding ring	결혼 반지를 가지기
Take the Writ of Passage	통행증을 가지기
Take this. Just give your mother some more time. (<bribecost> gold)	이거 받아. 당신 어머니에게 조금 더 시간을 주라고. (<bribecost> 골드)
Take Up Arms	전투 준비
Take your coin. (<CrimeGold> gold)	가져가시오. (<CrimeGold> 골드)
Take your leave of <Alias=Victim>	<Alias=Victim>에게 작별인사를 하기
Take your seat	자리에 앉기
Takes-In-Light	테익스-인-라이트
Taking Care of Business	사업을 관리하기
Talen-Jei	탈렌-제이
Talib	탈립
Talk	대화하기
Talk to <Alias.ShortName=Questgiver>	<Alias.ShortName=Questgiver>와 대화하기
Talk to <Alias.ShortName=Target> about <Alias.ShortName=Questgiver>	<Alias.ShortName=Target>에게 <Alias.ShortName=Questgiver>에 관해서 말하기
Talk to <Alias=AuthorityFigure>	<Alias=AuthorityFigure>와 대화하기
Talk to <Alias=Questgiver>	<Alias=Questgiver>와 대화하기
Talk to <Alias=RiverwoodFriend> in Riverwood	리버우드에서 <Alias=RiverwoodFriend>와 대화하기
Talk to <Alias=Victim>	<Alias=Victim>와 대화하기
Talk to Adelaisa	아델라이자와 대화하기
Talk to Aela	에일라와 대화하기
Talk to Amaund Motierre	아먼드 모티에르와 대화하라
Talk to Arnbjorn	안비욘과 대화하기
Talk to Arngeir	안기어와 대화하기
Talk to Arniel	아니얼과 대화하기
Talk to Astrid	아스트리드와 대화하기
Talk to Aventus Aretino	아벤투스 아레티노와 대화하기
Talk to Baldor Iron-Shaper	발도어와 대화하기
Talk to Bassianus or Klimmek	바시아누스 또는 클리멕과 대화하기
Talk to Brynjolf	브린욜프와 대화하기
Talk to Brynjolf about joining the Thieves Guild	도둑길드에 가입하는 것에 관하여 브린욜프와 대화하기
Talk to Calcelmo	칼셀모와 대화하기
Talk to Cicero	시세로와 대화하기
Talk to Danica about the Gildergreen being destroyed	길더그린이 파괴된 것에 대해 다니카와 대화하기
Talk to Delphine	델핀과 대화하기
Talk to Elisif	엘리시프와 대화하기
Talk to Elynea	엘리니아와 대화하기
Talk to Enthir	엔써와 대화하기
Talk to Esbern	에스번과 대화하기
Talk to Faendal	페인달과 대화하기
Talk to Farengar	파렌가와 대화하기
Talk to Fastred	패스트리드와 대화하기
Talk to Fastred's parents	패스트리드의 부모와 대화하기
Talk to Frea	프레아와 대화하기
Talk to Galmar	갈마와 대화하기
Talk to General Tullius	툴리우스 장군과 대화하기
Talk to Grisvar about getting a shiv	칼을 얻기 위해 그리즈바와 대화하기
Talk to Helgird	헬거드와 대화하기
Talk to Jaree-Ra about possible employment	일자리가 있는지 자리-라와 대화해보기
Talk to Jarl Balgruuf	발그루프 야를과 대화하기
Talk to Legate Rikke	리카 군단장와 대화하기
Talk to Loreius	로레이우스와 대화하기
Talk to Lucan about the robbery	도둑에 관해서 루칸과 이야기하기
Talk to Madanach	매더낙과 대화하기
Talk to Malborn	맬보언과 대화하기
Talk to Maven about Vald's debt	볼드의 빚에 관해서 메이븐과 대화하기
Talk to Medresi in Angarvunde	앙가푼데에서 메드레시와 대화하기
Talk to Mogrul	모그룰과 대화하기
Talk to Mralki about Erik	에릭에 대해서 므랄키와 대화하기
Talk to Muiri	뮤이리와 대화하기
Talk to Nazir	나지어와 대화하기
Talk to Neloth	넬로스와 대화하기
Talk to Odahviing	오다빙과 대화하기
Talk to Orthus Endario at the East Empire Company in Windhelm	윈드헬름의 동제국 회사에 있는 오서스 엔다리오와 대화하기
Talk to Paarthurnax	파써낙스와 대화하기
Talk to Paratus	파라투스와 대화하기
Talk to Rexus	렉서스와 대화하기
Talk to Rikke about joining the Imperial Legion	제국군 가입에 대해 리카와 대화하기
Talk to Sinding	신딩과 대화하기
Talk to Skjor	스키욜과 대화하기
Talk to Stig Salt-Plank	스티그 솔트-플랭크와 대화하기
Talk to Storn	스토언과 대화하기
Talk to Storn Crag-Strider	스토언과 대화하기
Talk to Sven	스벤과 대화하기
Talk to Talvas	탈바스와 대화하기
Talk to Tharstan	사르스탄과 대화하기
Talk to the Alik'r Prisoner	알리키어 죄수와 대화하기
Talk to the Arch-Mage	대마법사와 대화하기
Talk to the Chief	추장과 대화하기
Talk to the Companions leaders for work	컴패니언의 리더들을 만나서 임무에 관해 대화하기
Talk to the Ebony Warrior	에보니 전사와 대화하기
Talk to the face sculptor in the Ragged Flagon	누더기 술병에서 성형전문가와 대화하기
Talk to the heroes of Sovngarde	소븐가드의 영웅들과 대화하기
Talk to the Jarl	야를과 대화하기
Talk to the Jarl of Whiterun	화이트런의 야를과 대화하기
Talk to the long-dead lover	오래전에 죽은 연인과 대화하기
Talk to the strange jester	괴상한 어릿광대와 대화하기
Talk to Tolfdir	톨프딜과 대화하기
Talk to Ulfric Stormcloak	울프릭과 대화하기
Talk to Urag	우라그와 대화하기
Talk to Ysolda in Whiterun about the staff	지팡이에 관해서 화이트런의 이솔다와 이야기 하기
Talk with <Alias=FactionLeader>.	<Alias=FactionLeader> 와 대화하기
Talk with Barbas	바바스와 대화하기
Talk, or I send you to the gods.	말해. 아니면 신들께 보내 줄 테니까.
Talking Stone Camp	말하는 돌 야영지
Tall Bookshelf	큰 책장
Tall Shelf	큰 책장
Tall Shelf with Display Case	큰 책장과 진열함
Tall Wardrobe	큰 옷장
Talsgar the Wanderer	방랑자 탈스가
Talvas	탈바스
Talvas Fathryon	탈바스 파드리욘
Talvas summoned an Ash Guardian outside.	탈바스가 화산재 수호자를 밖에다 소환했소.
Talvur	탈버
Tamriel	탐리엘
Tamrielic Lore: Revised	탐리엘의 유물들: 개정판
Tandil	탄딜
Tankard	맥주잔
Tanning Rack	무두질 작업대
Tanning Racks	무두질 받침대
Taproot	곧은 뿌리
Targe Bashing Bleeding	출혈 밀어치기
Targe of the Blooded	피의 원형 방패
Target	목표
Target Actor	목표물
Target is <mag>% weaker to fire damage for <dur> seconds.	<dur> 초 동안 화염 저항력을 <mag>% 감소시킵니다.
Target is <mag>% weaker to frost damage for <dur> seconds.	<dur> 초 동안 냉기 저항력을 <mag>% 감소시킵니다.
Target is <mag>% weaker to magic for <dur> seconds.	<dur> 초 동안 마법 저항력을 <mag>% 감소시킵니다.
Target is <mag>% weaker to poison for <dur> seconds.	<dur> 초 동안 독 저항력을 <mag>% 감소시킵니다.
Target is <mag>% weaker to shock damage for <dur> seconds.	<dur> 초 동안 전격 저항력을 <mag>% 감소시킵니다.
Target is frozen between Oblivion and Tamriel for <dur> seconds, and immune to all damage.	<dur> 초 동안 목표를 오블리비언과 탐리엘 사이의 차원에 고정시켜 피해를 입히지도, 입지도 않게 만듭니다.
Target is invisible for <dur> seconds. Activating an object or attacking will break the spell.	<dur> 초 동안 투명화합니다. 물체를 작동하거나 공격 시 마법이 파괴됩니다.
Target is paralyzed for <dur> and takes 25 points of damage over <dur> seconds.	<dur> 초 동안 <mag> 의 피해를 입히고 마비시킵니다.
Target is paralyzed for <dur> seconds.	<dur> 초 동안 마비시킵니다.
Target Level	목표 레벨
Target Location	목표 위치
Target Lock	목표 고정
Target moves at 50% speed for <dur> seconds.	<dur> 초 동안 이동 속도를 50% 감소시킵니다.
Target moves in complete silence for <dur> seconds, with a side effect of shrinking the target.	<dur> 초 동안 완벽하게 조용히 움직이게 됩니다. 대신 크기가 감소합니다.
Target moves more quietly for <dur> seconds.	<dur> 초 동안 더 조용히 움직이게 됩니다.
Target takes <mag> damage per second for <dur> seconds.	<dur> 초 동안 매 초마다 <mag> 의 피해를 입힙니다.
Target takes <mag> points of damage per second to Health and Magicka.	매 초마다 <mag> 의 피해와 매지카 피해를 입힙니다.
Target takes <mag> points of damage, and twice as much Magicka damage.	<mag> 의 전격 피해와 2배의 매지카 피해를 입힙니다.
Target takes <mag> points of damage, and twice as much Stamina damage.	<mag> 의 냉기 피해와 2배의 지구력 피해를 입힙니다.
Target takes <mag> points of Fire damage per second to Health.	매 초마다 <mag> 의 화염 피해를 입힙니다.
Target takes <mag> points of frost damage to Health and Stamina.	<mag> 의 냉기 피해와 지구력 피해를 입힙니다.
Target takes <mag> points of frost damage.	<mag> 의 냉기 피해를 입힙니다.
Target takes <mag> points of Health and Magicka damage per second.	매 초마다 <mag> 의 피해와 매지카 피해를 입힙니다.
Target takes <mag> points of shock damage per second to Health, and half that to Magicka.	폭발적인 벼락의 폭풍을 일으켜 매 초마다 <mag> 의 전격 피해와 절반의 매지카 피해를 입힙니다.
Target takes <mag> points of shock damage, and half as much Magicka damage.	<mag> 의 전격 피해와 절반의 매지카 피해를 입힙니다.
Target won't flee for <dur> seconds and gets some extra health and stamina.	목표를 <dur> 초 동안 도망치지 않게 만들며 체력과 지구력을 증가시킵니다.
Targets are frozen between Oblivion and Tamriel for <dur> seconds, and immune to all damage.	<dur> 초 동안 목표를 오블리비언과 탐리엘 사이의 차원에 고정시켜 피해를 입히지도, 입지도 않게 만듭니다.
Targets flee for <dur> seconds.	<dur> 초 동안 도망가게 합니다.
Targets take <mag> points of frost damage for <dur> seconds, plus Stamina damage.	강렬한 폭풍설을 일으켜 <dur> 초 동안 매 초마다 <mag> 의 냉기 피해와 지구력 피해를 입힙니다.
Targets take <mag> points of frost damage for <dur> seconds.	강렬한 폭풍설을 일으켜 <dur> 초 동안 매 초마다 <mag> 의 냉기 피해와 지구력 피해를 입힙니다.
Targets take <mag> points of frost damage for <dur> seconds. Single use, then must be reacquired at the Wind Stone.	하루에 한 번 강렬한 폭풍설을 일으켜 <dur> 초 동안 매 초마다 <mag> 의 냉기 피해와 지구력 피해를 입힙니다. 사용 후엔 바람의 바위의 축복을 다시 받아야 사용할 수 있습니다.
Targets that fail to resist are coated in solidified as for <dur> seconds.	저항에 실패한 목표를 <dur> 초 동안 석화시킵니다.
Targets that fail to resist are immobilized in hardened ash for <dur> seconds.	<화산재>의 마법을 날려 저항에 실패한 목표를 <dur> 초 동안 석화시킵니다.
Targets that fail to resist are paralyzed for <dur> seconds.	저항에 실패한 목표를 <dur> 초 동안 마비시킵니다.
Targets that fail to resist take <mag> points of poison damage per second for <dur> seconds.	주변 표면에 맹독의 룬을 설치합니다. 적이 접근 시 폭발하여 <dur> 초 동안 매 초마다 <mag> 의 독 피해를 입힙니다.
Targets up to level <20> that fail to resist are frenzied for <30> seconds.	주변 표면에 광란의 룬을 설치합니다. 적이 접근 시 폭발하여 레벨 <20> 이하인 목표가 <30> 초 동안 다른 이를 공격하게 합니다.
Targets won't flee for <dur> seconds and get extra health and stamina.	목표들을 <dur> 초 동안 도망치지 않게 만들며 체력과 지구력을 증가시킵니다.
Taron Dreth	타론 드레스
Taron Dreth's Robes	타론의 로브
Tasius	타시우스
Tasius Tragus	타시우스 트라구스
Tattered Journal	찢어진 일기
Tattered Note	낡은 메모
Tavern Clothes	선술집 의상
Teach me your spell, and I'll see what I can do.	그 마법을 가르쳐 주십쇼. 되나 한번 보겠습니다.
Teeba-Ei	티바-아이
Tekla	티클라
Tel Mithryn	텔 미스린
Tel Mithryn Apothecary	텔 미스린 약제소
Tel Mithryn Apothecary Key	열쇠 - 텔 미스린 약제소
Tel Mithryn Kitchen	텔 미스린 주방
Tel Mithryn Kitchen Key	열쇠 - 텔 미스린 주방
Tel Mithryn Steward	텔 미스린 행정관
Tel Mithryn Steward's House	텔 미스린 집사의 집
Tel Mithryn Steward's Key	열쇠 - 텔 미스린 행정관
Tel Mithryn Tower	텔 미스린 탑
Teldryn Sero	텔드린 세로
Telekinesis	염동력
Telekinesis Effect	염동력 효과
Tell <Alias.ShortName=Questgiver> <Alias=QuestItem> has been planted	<Alias.ShortName=Questgiver>에게 <Alias=QuestItem> 놓아 두었다고 말하기
Tell <Alias.ShortName=Questgiver> that <Alias.ShortName=Target> agreed to release the shipment	<Alias.ShortName=Questgiver>에게 <Alias.ShortName=Target>가 선적물을 풀어주는 데 동의했다고 전하기
Tell <Alias.ShortName=Questgiver> that <Alias.ShortName=Target> is taken care of	<Alias.ShortName=Questgiver>에게 <Alias.ShortName=Target>을 처리했다고 말하기
Tell <Alias.ShortName=Questgiver> the bandit is dead	<Alias.ShortName=Questgiver>에게 산적 두목이 죽었다고 전하기
Tell <Alias.ShortName=Questgiver> the vampire is dead	<Alias.ShortName=Questgiver> 에게 흡혈귀가 죽었다고 말하기
Tell <Alias.ShortName=Questgiver> what <Alias.ShortName=Target> said about the outfit.	<Alias.ShortName=Target> 이 복장에 관해 한 말을 <Alias.ShortName=Questgiver>에게 전하기
Tell <Alias.ShortName=Questgiver> what <Alias.ShortName=Target> said.	<Alias.ShortName=Questgiver>에게 <Alias.ShortName=Target>가 한 말을 전해주기
Tell Ainethach that Atar has been dealt with	아이너테치에게 아타르와의 문제를 해결했다고 알리기
Tell Atar that Ainethach has been dealt with	아타르에게 아이너테치와의 문제를 해결했다고 알리기
Tell Aventus Aretino that Grelod is dead	아벤투스 아레티노에게 그렐로드가 죽었다고 알리기
Tell Azura you're ready to enter the Star	아주라에게 별의 내부로 들어갈 준비가 되었다고 말하기
Tell Bralsa Drel she's welcome at the Retching Netch	그녀가 여관에 출입해도 된다는 것을 브랄사 드렐에게 전하기
Tell Calcelmo that Nimhe is dead	칼셀모에게 님히는 죽었다고 전하기
Tell Dengeir that Vighar is dead	덴기어에게 비그하는 죽었다고 알려주기
Tell Elder Othreloth that the Tomb has been cleansed	오쓰렐로스에게 묘지가 정화되었다고 말하기
Tell Geldis Sadri you've distributed his liquor samples	겔디스 사드리에게 그의 시험작을 나눠주었다고 말하기
Tell Glover Mallory lie about the Ancient Nordic Pickaxe	글로버 말로리에게 고대 노드 곡괭이에 관해서 거짓을 말하기
Tell Malborn the assassin is dead	맬보언에게 암살자는 죽었다고 말하기
Tell me about Agnis.	애그니스에 대해서 말해주시오.
Tell me about Alduin's Wall.	알두인의 벽에 대해 말해주시오.
Tell me about Alduin.	알두인에 대해 말해주시오.
Tell me about Anoriath.	아노리아스에 대해서 말해주시오.
Tell me about Beitild.	베이틸드에 대해서 말해주시오.
Tell me about Clan Battle-Born.	배틀-본 가문에 대해 말해주시오.
Tell me about Deekus.	디커스에 대해서 말해주시오.
Tell me about Dragon Bridge.	드래곤 브리지에 대해 말해 주시오.
Tell me about Ennodius.	에노디우스에 대해서 말해주시오.
Tell me about Forelhost.	포렐호스트에 관해서 알려주시오.
Tell me about forging Stalhlrim.	스탈림 제련에 관해서 알려줄 수 있나.
Tell me about Gallus.	갤러스에 관해 말해 줘.
Tell me about Grelod the Kind.	'친절한 그렐로드'에 대해 말해줘.
Tell me about Helvard.	헬버드에 대해서 말해주시오.
Tell me about her daughter. That's an order, Captain.	그녀의 딸에 대해서 말하라. 이건 명령이다.
Tell me about Hern.	헌에 대해서 말해주시오.
Tell me about Karliah.	칼라이아에 대해 말 좀 해 봐.
Tell me about Kyne.	카인에 대해 말해주시오.
Tell me about Lurbuk.	러벅에 대해서 말해주시오.
Tell me about Ma'randru-jo.	마'란드루-조에 대해서 말해주시오.
Tell me about Maluril.	말루릴에 대해서 말해주시오.
Tell me about Markarth.	마르카스에 관해 말해주시오.
Tell me about Maven Black-Briar.	메이븐 블랙-브라이어에 대해서 말해주시오.
Tell me about Narfi.	나피에 대해서 말해주시오.
Tell me about Peryite.	페리아이트에 관해 말해주시오.
Tell me about Riften's Thieves Guild.	리프튼의 도둑 길드에 대해 말해 주시오.
Tell me about Riften.	리프튼에 관해 말해주시오.
Tell me about Safia.	사피아에 대해서 말해주시오.
Tell me about Sithis.	시디스에 대해 말해줘.
Tell me about Talos.	탈로스에 대해 말해주시오.
Tell me about the Agent of Stealth.	은신의 사도에 대해서 말해 줘.
Tell me about the Agent of Strife.	투쟁의 사도에 대해서 더 말해 줘.
Tell me about the Agent of Subterfuge.	속임수의 사도에 대해 말해 줘.
Tell me about the attack on the fort.	그 요새 공격에 관해서 말해주시오.
Tell me about the bedlam jobs.	분탕질 일거리에 대해서 말해 주시오.
Tell me about the Black-Briar family.	블랙-브라이어 가문에 대해 말해주시오.
Tell me about the Briar Heart.	찔레심장에 대해 말해주시오.
Tell me about the burglary jobs.	도둑질 일거리에 관해서 말해 주시오.
Tell me about the city's districts.	도시의 구역에 대해 말해주시오.
Tell me about the city's history.	이 도시의 역사에 대해 말해주시오.
Tell me about the conduit inside the Sepulcher.	무덤안의 통로에 대해서 말해봐.
Tell me about the fishing jobs.	낚아채기에 관해서 말해줘봐.
Tell me about the Forsworn.	포스원에 대해 말해 주시오.
Tell me about the Goldenglow job.	골든글로우 일에 대해 말 좀 해봐.
Tell me about the Gray-Manes.	그레이-메인 가문에 대해 말해주시오.
Tell me about the Greybeards.	그레이비어드에 대해서 말해주시오.
Tell me about the heist jobs.	강탈 일거리에 관해서 말해줘봐.
Tell me about the Mammoth Tusk Powder.	매머드 상아 가루에 대해 말해주시오.
Tell me about the mine.	광산에 대해 말해주시오.
Tell me about the Nightingales.	나이팅게일에 대해서 말해 줘.
Tell me about the numbers jobs.	장부 조작 일거리에 관해서 말해 줘.
Tell me about the Orc.	그 오크에 대해 말해 주시오.
Tell me about the shill jobs.	누명 씌우기에 관해서 말해주시오.
Tell me about the shrine outside of town.	마을 바깥에 있는 성소에 관해서 알려주시오.
Tell me about the spiders infesting the mine.	광산에 침입한 거미들에 관해 말해보시오.
Tell me about the sweep jobs.	싹쓸이 일거리에 관해서 말해 줘봐.
Tell me about the Thieves Guild.	도둑 길드에 관해 이야기해주시오.
Tell me about the Unmelting Snow.	녹지 않는 눈에 대해 말해주시오.
Tell me about this cookbook.	이 요리책에 대해 말해주시오.
Tell me about this incense.	그 향에 대해 말해주시오.
Tell me about this temple.	이 사원에 대해 말해주시오.
Tell me about this Thalmor assassin that's hunting you.	탈모어 암살자에 대해 말해주시오.
Tell me about this tree.	이 나무에 대해 말해주시오.
Tell me about your dream.	당신의 꿈에 관해서 말해주시오.
Tell me about your family.	당신의 가족에 대해서 말해줄 수 있나.
Tell me about your group.	당신네 조직에 관해 말해주시오.
Tell me about your home.	당신의 집에 대해서 말해주시오.
Tell me about your mother. What happened?	어머니에 대해서 좀 말해 보렴. 어떻게 된 거지?
Tell me about your parents.	당신의 부모님에 대해 말해주시오.
Tell me about yourself.	네 이야기를 들어보고 싶다.
Tell me again about being a Vampire Lord.	흡혈귀 군주가 되는 것에 관해서 한번 더 말해주시오.
Tell me again about your wife?	당신의 아내에 관해 다시 말해보겠소?
Tell me anything you can.	뭐라도 알고 있는 것을 말해주시오.
Tell me everything and you won't end up like your goat. (Intimidate)	전부 말해. 그 염소처럼 되고 싶지 않으면. (위협)
Tell me everything or end up like Fjotli! (Intimidate)	다 말해 아니면 표틀리처럼 만들어주지! (위협)
Tell me first, and then I'll decide.	말해. 듣고나서 결정하지.
Tell me how I got here and I'll pay for the damages. (<BribeCost> gold)	내가 어떻게 여기에 온건지 말해주시오, 손해는 변상해 드리지. (<BribeCost> 골드 )
Tell me more about Eldergleam.	엘더글림에 대해 더 말해주시오.
Tell me more about the barrow.	무덤에 대해 좀 더 말해주시오.
Tell me more about the Black-Briars.	블랙-브라이어 가문에 대해 더 말해주시오.
Tell me more about the Coven.	마법회에 대해 더 말해 주시오.
Tell me more about the Dragon War.	드래곤 전쟁에 관해서 더 말해주시오.
Tell me more about the Elder Scrolls.	엘더스크롤에 대해 더 이야기 해주시오.
Tell me more about the Great Collapse.	대붕괴에 대해 말해주시오.
Tell me more about the rescue.	구출에 관해서 더 말해주시오.
Tell me more about these caravans.	캐러밴들에 대해 더 말해 줘.
Tell me more about Thirsk.	터스크에 관해 알려주시오.
Tell me more about this artifact.	이 유물에 대해 조금 더 알려주시오.
Tell me more about this book, then.	그렇다면, 이 책에 관해서 더 알려주시오.
Tell me more about this treasure.	보물에 관해서 좀 더 설명해 보시오.
Tell me more about your people, the Skaal.	스칼 마을의 주민들에 관해서 더 알려주시오.
Tell me more about your people.	당신네 사람들에 대해서 이야기 해 주시오.
Tell me now or I'll kill you where you stand!	당장 말해 아니면 바로 죽여 버리겠다!
Tell me of your people, the Skaal.	마을 사람들에 관해서 말해주시오, 스칼 마을.
Tell me the details.	자세히 말해 보시오.
Tell me the full story. Why do you want Alain dead?	전부 이야기 해 보아라. 왜 얼레인의 죽음을 원하는 거지?
Tell me this isn't permanent.	영원히 이렇게 있어야 하는 건 아니겠지.
Tell me what this gem's worth.	이 보석의 가치를 말해주시지.
Tell me what you know, then.	그럼, 그게 뭔가?
Tell me what you want, my lord, and I will bring it to you.	원하시는 것을 말씀하십시오, 즉시 가져오겠습니다.
Tell me what's going on.	무슨 일인지 말해주시오.
Tell me whatever you can.	말해보시오.
Tell me where it is, or else.	좋게 말할 때 어디에 있는지 불어.
Tell me where Linwe's hiding.	린웨가 숨어있는 곳을 말해.
Tell me where you're going before someone gets hurt. (Intimidate)	다치기 싫으면 당장 어디에 가는지 말해. (위협)
Tell me why you're really here.	어째서 여기에 있는 것인지 진실을 말하시오.
Tell me your side of the story about Sibbi.	시비에 얽힌 사연을 이야기를 해 보시오.
Tell me your thoughts on the war.	전쟁에 대한 당신의 생각을 말해주시오.
Tell me, what's it like being Boethiah's champion?	말해보시오, 보에디아의 챔피언이란게 어떤거지?
Tell Nelacar you're ready to enter the Star	넬라카에게 별의 내부로 들어갈 준비가 되었다고 말하기
Tell Neloth that Varona is dead	바로나 넬라스가 죽었다는 것을 넬로스에게 알리기
Tell Pavo that Kolskeggr Mine is cleared	파보에게 콜스케거 광산의 적들이 처리되었다고 말하기
Tell Perth that the Draugr are dead	펄스에게 드로거들이 죽었다고 말하기
Tell Sibbi Black-Briar about Lynly	시비 블랙-브라이어에게 린리에 관해서 알려주기
Tell them to meet me there.	거기에서 만나자고 전해 주시오.
Tell Tolfdir about the vision	환영의 경고에 관해 톨프딜과 대화하기
Tell Verulus the Hall of the dead is safe	망자의 전당은 안전하다고 베룰루스에게 말하기
Telrav	텔라브
Telrav's Request	텔라브의 요청
Telvanni Research	텔바니 연구
Telvanni Robes	텔바니 로브
Telvanni Shoes	텔바니 신발
Telvanni? What are the Telvanni?	텔바니? 텔바니란게 뭐지?
Temba Wide-Arm	템바 와이드-암
Temper a Hide Helmet	생가죽 투구를 강화하기
Temper an Iron Dagger	철 단검을 강화하기
Tempered Sphere	단련된 드워프 스피어
Temple	신전
Temple Ancestral Tomb	사원 선조의 무덤
Temple Location	사원 지역
Temple of Dibella	디벨라의 신전
Temple of Kynareth	키나레스의 신전
Temple of Mara	마라의 신전
Temple of Miraak	미락의 사원
Temple of Miraak Key	열쇠 - 미락의 사원
Temple of Miraak Sanctum	미락의 사원 성역
Temple of Talos	탈로스의 신전
Temple of the Divines	디바인 신전
Temple of Xrib	엑립의 신전
Temple Priest Boots	신전 사제의 신발
Temple Priest Hood	신전 사제의 두건
Temple Priest Robes	신전 사제의 로브
Temporarily reanimates corpses in the immediate area.	잠깐 동안 나를 위해 싸울 주변의 시체들를 부활시킵니다.
Tending the Flames	불꽃 관리
Terek	테렉
Terror	두려움
Test J'zargo's Flame Cloak spell on the undead (<Global=MGRJ1Test>/<Global=MGRJ1Total>)	지'자르고의 불꽃 망토 마법을 언데드에게 시험해보기 (<Global=MGRJ1Test>/<Global=MGRJ1Total>)
Test Your Luck	운을 시험하기
th	일
Thadgeir	테드기어
Thaekyd	테이키드
Thaena	데이나
Thaer	테어
Thalin Ebonhand	탈린 에본핸드
Thalmor Boots	탈모어 신발
Thalmor Dossier: Delphine	탈모어 조사서 : 델핀
Thalmor Dossier: Esbern	탈모어 조사서 : 에스번
Thalmor Dossier: Ulfric Stormcloak	탈모어 조사서 : 울프릭 스톰클록
Thalmor Embassy	탈모어 대사관
Thalmor Embassy, Barracks	탈모어 대사관, 병영
Thalmor Embassy, Dungeon	탈모어 대사관, 지하감옥
Thalmor Embassy, Elenwen's Solar	탈모어 대사관, 엘렌웬의 개인실
Thalmor Gloves	탈모어 장갑
Thalmor Headquarters	탈모어 본부
Thalmor Justiciar	탈모어 사법재판관
Thalmor Orders	탈모어 명령
Thalmor Prisoner	탈모어 죄수
Thalmor Robes	탈모어 로브
Thalmor Soldier	탈모어 병사
Thalmor Wizard	탈모어 마도사
Thalmor? What Thalmor?	탈모어? 무슨 탈모어 이야기입니까?
Thane of Eastmarch	이스트마치의 쎄인
Thane of Falkreath	팔크리스의 쎄인
Thane of Haafingar	하핑가르의 쎄인
Thane of Hjaalmarch	히얄마치의 쎄인
Thane of the Pale	페일의 쎄인
Thane of the Reach	리치의 쎄인
Thane of Whiterun	화이트런의 쎄인
Thane of Winterhold	윈터홀드의 쎄인
Thank you, Aranea.	고맙소, 아라니아.
Thank you, councilor.	고맙습니다, 의원.
Thank you, Enthir.	고맙군, 엔써.
Thank you, Eola. For everything.	고맙군 에올라. 전부 다 고마워.
Thank you, Lady Azura.	감사합니다, 아주라님.
Thank you, Lord Dagon.	감사합니다, 데이건이시여.
Thank you, Lord Molag Bal.	감사합니다, 몰락 발이시여.
Thank you, Master. I will continue my training.	고맙습니다. 훈련을 계속하겠습니다.
Thank you, my Lady.	감사합니다. 여신님.
Thank you.	고맙소.
