Source	Target
Standard	표준 사양
Standard AR-99 barrel.	표준 사양 AR-99 총열.
Standard Barrel	표준 사양 총열
Standard barrel for the Grendel.	표준 사양 총열. 그렌델용.
Standard Barrel with Laser Sight	레이저 표적 지시기가 장착된 표준 사양 총열
Standard Battery	표준 사양 충전지
Standard Blade	표준 사양 칼날
Standard chemically-tipped rounds that burn on contact.	착탄 시 연소하는 화학물질을 탄자에 바른 표준 사양 실탄.
Standard Cover	표준 사양 총열 덮개
Standard cover.	표준 사양 총열 덮개.
Standard drum mag vastly increases Ammo Capacity at the cost of Aim Down Sights speed and Reload speed.	표준 사양 드럼형 탄창. 탄창 용량 크게 증가. 정조준 속도, 재장전 속도 느려짐.
Standard Explosive Rounds	표준 사양 폭발탄
Standard Flap	표준 덮개
Standard Flechette Magazine	표준 사양 화살탄 탄창
Standard Foregrip	전방 손잡이
Standard Grip	표준 사양 손잡이
Standard grip and removed stock.	표준 사양 손잡이. 개머리판 미부착.
Standard Grip and Stock	표준 사양 손잡이와 개머리판
Standard Grip Without Stock	개머리판 없는 표준 사양 손잡이
Standard Handle	표준 사양 손잡이
Standard issue barrel with a Laser Sight for better target acquisition.	표준 사양 총열. 목표 포착 능력을 향상시켜주는 레이저 표적 지시기 부착.
Standard issue barrel.	표준 사양 총열.
Standard issue blade.	표준 사양 칼날.
Standard issue glow sights.	표준 사양 야광 조준기.
Standard issue grip and stock.	표준 사양 손잡이와 개머리판.
Standard issue grip without a stock attachment.	표준 사양 손잡이. 개머리판 미부착.
Standard issue grip.	표준 사양 손잡이.
Standard issue hilt.	표준 사양 손잡이.
Standard issue iron sights.	표준 사양 기계식 조준기.
Standard issue magazine.	표준 사양 탄창.
Standard issue muzzle.	표준 사양 총구.
Standard issue stock.	표준 사양 개머리판.
Standard laser turret.	표준 레이저 포탑.
Standard Magazine	표준 사양 탄창
Standard magazine for the Kodama. Contains Flechette rounds.	코다마용 표준 사양 탄창. 화살탄 포함됨.
Standard Muzzle	표준 사양 총구
Standard O2 usage.	평범한 산소 소모량.
Standard operating procedure for business on Neon. Cloak and dagger is par for the course.	네온에서 장사하려면 이런 식으로 하는 게 기본이야. 스파이 같은 것도 당연하지.
Standard Player Follower Formation	플레이어 동료 대형
Standard procedure dictates you remain outside the monitor chamber.	표준 절차에 따라 모니터실 밖에 머물러 주십시오.
Standard procedure would be a frontal assault on the outpost, no quarter given. Do you concur?	표준 절차는 전초기지를 정면으로 공격하는 것이며, 자비를 주지 않는 것입니다. 동의하십니까?
Standard protections from the media and anyone who would go to them. I'm sure you understand.	언론과 관련 접촉자들로부터 보호하기 위한 기본적인 조치입니다. 양해해주시리라 믿겠습니다.
Standard Receiver	표준 사양 격발 장치
Standard red dot sight for better target acquisition.	표준 사양 레드닷 조준기. 목표 포착 능력 증가.
Standard reflex sight for better target acquisition.	표준 사양 반사식 조준기. 목표 포착 능력 증가.
Standard reflex sights for better target acquisition and visibility.	표준 사양 반사식 조준기. 목표 포착 능력, 가시성 증가.
Standard Rounds	일반탄
Standard seek and subdue. Check in with the handlers once you're on site.	표준적인 수색 및 제압 작전이야. 현장에 도착하면 담당 병사들에게 접촉하도록 해.
Standard Shells	일반탄
Standard Sights	표준 사양 조준기
Standard Slide	표준 사양 슬라이드
Standard Stock	표준 사양 개머리판
Standard United Colonies field rations. Packaged in bulk.	식민지 연합의 표준 전투 식량. 묶음 포장됨.
Standard weapons don't stand a chance against the Vigilance's shields.	일반 무기로는 비질런스의 보호막을 뚫을 수 없다는 뜻이다.
Standard Whitehot Rounds	표준 사양 백열탄
Standard.	표준 사양.
Standby.	대기해라.
Standing around out here's a waste of my time.	여기서 그냥 서있는 건 시간 낭비야.
Standing by for instructions, Captain.	지시를 기다리고 있습니다. 선장님.
Standing by to assist in combat.	전투 지원을 위해 대기 중.
Standing by! I'm at my station and ready for battle!	대기 중! 지정 자리에서 전투 준비 완료!
Standing down.	무장을 해제하겠다.
Standing here makes my life in Neon feel really far away.	여기 서 있으니 네온에서의 삶이 정말 멀게 느껴져.
Standing Mirror	전신 거울
Stanger over here.	이리 와 봐요. 이방인 선장님.
Stanley	스탠리
Stanley McMillan	스탠리 맥밀란
Stanley McMillan's Access Card	스탠리 맥밀란의 출입 카드
Stanley McMillan: LeDarius Martin	스탠리 맥밀란: 르다리우스 마틴
Stanley's Computer	스탠리의 컴퓨터
Staple Gun	타카
Star Bloom Root	별봉오리 뿌리
Star Child	별의 자손
Star Child's Note	별의 자손의 노트
Star Cluster Marsala	성단 마살라
Star Eagle	스타 이글
Star Eagle Awarded	스타 이글 획득함
Star Parcel always knows how to stick it to us.	스타 파셀은 항상 우리를 골탕 먹이는 법을 잘 알죠.
Star Parcel always puts a bounty on anyone that messes with us. Always.	스타 파셀은 항상 우리를 건드리는 사람에게 현상금을 겁니다. 언제나.
Star Parcel Captain	스타 파슬 선장
Star Parcel Crew	스타 파슬 승무원
Star Parcel Freighter	스타 파셀 화물선
Star Parcel freighter to unknown vessel.	스타 파셀 화물선이 미확인 함선에 송신한다.
Star Parcel has your payment right here. Anything else you need?	스타 파셀이 배달 보상을 여기 준비해 뒀습니다. 더 필요한 건 없으신가요?
Star Parcel Kirov IV	스타 파셀 키로프 IV
Star Parcel Package	스타 파셀 소포
Star Parcel Pikup	스타 파셀 픽업
Star Parcel Pikup II	스타 파셀 픽업 II
Star Parcel Pikup III	스타 파셀 픽업 III
Star Parcel Security	스타 파슬 경비대원
Star Parcel Spacetruk	스타 파셀 스페이스트럭
Star Parcel Spacetruk II	스타 파셀 스페이스트럭 II
Star Parcel Spacetruk III	스타 파셀 스페이스트럭 III
Star Parcel Star Semi	스타 파셀 스타 세미
Star Parcel Star Semi II	스타 파셀 스타 세미 II
Star Parcel will compensate you for help.	도와주시면 스타 파셀 측에서 보상을 드릴 겁니다.
Star Parcel will reward you well if you can assist.	도움을 주시면 스타 파셀이 후하게 보상할 겁니다.
Star Roamer	우주방랑자용
Star Roamer Space Helmet	우주방랑자 우주복 헬멧
Star Roamer Spacesuit	우주방랑자 우주복
Star Semi	스타 세미
Star Semi II	스타 세미 II
Starborn	스타본
Starborn Adjudicator	스타본 판결자
Starborn are coming. We need to defend the Lodge!	스타본이 온다. 롯지를 방어해야 해!
Starborn are people. It seems crazy.	스타본이 사람이라니. 말도 안 돼.
Starborn Cloaking	스타본 투명화
Starborn Exemplar	스타본 귀감자
Starborn got some nerve...	스타본이 좀 무례한데...
Starborn Grav Drive	스타본 중력 구동기
Starborn Guardian	스타본 가디언
Starborn Guardian II	스타본 가디언 II
Starborn Guardian III	스타본 가디언 III
Starborn Guardian IV	스타본 가디언 IV
Starborn Guardian V	스타본 가디언 V
Starborn Guardian VI	스타본 가디언 VI
Starborn Killed	스타본 처치 횟수
Starborn Patrol	스타본 순찰대
Starborn Reconciler	스타본 중재자
Starborn Scorpius	스타본 스콜피우스
Starborn Scorpius II	스타본 스콜피우스 II
Starborn Scorpius III	스타본 스콜피우스 III
Starborn Scorpius IV	스타본 스콜피우스 IV
Starborn Scorpius V	스타본 스콜피우스 V
Starborn Scorpius VI	스타본 스콜피우스 VI
Starborn Searcher	스타본 탐색자
Starborn Seeker	스타본 수색자
Starborn ship came in nice and quiet. Just happened to look outside and see it docked. Everyone came running, but...	스타본 함선이 소리도 없이 다가왔지. 어쩌다 밖을 보니 도킹하는 게 보였어. 모두들 달려갔지만...
Starborn ship.	스타본의 배야.
Starborn Spacesuit Astra	스타본 우주복 아스트라
Starborn Spacesuit Avitus	스타본 우주복 아비투스
Starborn Spacesuit Bellum	스타본 우주복 벨룸
Starborn Spacesuit Gravitas	스타본 우주복 그래비타스
Starborn Spacesuit Locus	스타본 우주복 로커스
Starborn Spacesuit Materia	스타본 우주복 매터리아
Starborn Spacesuit Solis	스타본 우주복 솔리스
Starborn Spacesuit Tempus	스타본 우주복 템퍼스
Starborn Spacesuit Tenebris	스타본 우주복 테네브리스
Starborn Spacesuit Venator	스타본 우주복 베나토르
Starborn Temple	스타본 사원
Starborn Temple (Barrett's Quest)	스타본 사원 (배럿의 퀘스트)
Starborn Temple Archipelago	스타본 사원 군도
Starborn Temple Coast	스타본 사원 해안
Starborn Temple Tropical	스타본 사원 열대지방
Starborn Temple Wetland	스타본 사원 습지
Starborn Trader	스타본 상인
Starborn Traveler	스타본 여행자
Starborn Wanderer	스타본 방랑자
Starborn! Finally, a challenge.	스타본! 드디어 시련이 시작되겠군.
Starborn! Surrender the Artifacts!	스타본! 유물을 넘겨라!
Starborn! We hunt!	스타본! 사냥을 시작하자!
Starborn! Your Artifacts are mine!	스타본이다! 네 유물은 내 것이다!
Starborn! Your eternity ends!	스타본! 네 영원은 끝이다!
Starborn. huh? Humans are worthy. We're worthy.	스타본이라고? 인간은 자격이 있어. 우린 자격이 있다고.
Starborn. Never heard of them...	스타본이라. 들어본 적 없는데...
Starborn? What are you talking about? Who ARE you?	스타본? 대체 무슨 소리야? 넌 누군데?
StarbornMembrane	스타본피막
StarbornShipCloaking	스타본 함선 투명화
Starburst Silkweed	별무리 박주가리
Starfield	스타필드
Stargazing's fine, but it isn't profitable.	별 구경도 좋지만, 수익성은 없잖아.
Starhawk	스타호크
Starhawk II	스타호크 II
Starhawk III	스타호크 III
Staring is rude, you know.	가만히 쳐다만 보는 건 실례잖아요.
Starkiller Brown	별잡이 브라운
Starkiller Miller	별잡이 밀러
Starkiller Shepherd	별잡이 셰퍼드
Starkiller Yu	별잡이 유
Starleaf	별잎사귀
Starpod Silkweed	별꼬투리 박주가리
Starrett House	스타렛의 집
Stars forbid you face any legal consequence for all your corporate espionage and cover ups.	너희들은 저지른 기업 스파이 행위나 은폐에 대해선 절대 법적 책임을 지지 않겠지.
Stars take you!	별의 먼지가 될지어다!
Stars, the vastness of space, and myself.	별, 광활한 우주, 그리고 나 자신.
Stars... What system was that? Cheyenne Fenn?	세상에... 얼마나 심했어? 전부 망가질 정도로?
Starsap Tours	스타샙 투어
Starsap Tours! Just see me, Bill Starsap, if you want a truly one-of-a-kind touring experience of New Homestead!	스타샙 투어에 어서오세요! 뉴홈스테드에서 유일무이한 체험을 하고 싶다면, 바로 저, 빌 스타샙을 찾아주세요!
Starship	우주선
Starship combat.	우주선 전투.
Starship Design	우주선 설계
Starship Engineering	우주선 공학
Starship Engineering: Crew 01	우주선 공학: 승무원 01
Starship Engineering: Crew 02	우주선 공학: 승무원 02
Starship Engineering: Crew 03	우주선 공학: 승무원 03
Starship Engineering: Crew 04	우주선 공학: 승무원 04
Starship Frontier, this is United Colonies Security. Maintain course and prepare to be scanned.	프론티어 우주선, 이쪽은 식민지 연합 경비대입니다. 현재 항로를 유지하고 스캔받을 준비를 하세요.
Starship Lift Controls	우주선 승강기 제어장치
Starships	우주선
Starships fly there like comets	혜성처럼 우주 속을 나아가는 우주선들.
Starstation Control Console	우주정거장 제어 콘솔
Starstation LO-868. You need the Eye?	우주정거장 LO-868이야. 디 아이가 필요해?
Starstation Orbital Control	우주정거장 궤도 제어
Starstation RE-939	우주정거장 RE-939
Starstation RE-939 Resident Transcription	우주정거장 RE-939 주민 녹음 기록
Starstation RE-939 Security Audio Transcription	우주정거장 RE-939 보안 오디오 녹음 기록
Starstation RE-939 Security Log	우주정거장 RE-939 보안 일지
Starstation RE-939 Staff	우주정거장 RE-939 직원
Starstation UCN-48	우주정거장 UCN-48
Start a new game? Mods are currently loaded. Note: Achievements are disabled.	새 게임을 시작하시겠습니까? 현재 모드가 적용 중입니다. 참고: 도전과제는 달성할 수 없게 됩니다.
Start a new game? Mods are currently loaded. Note: Trophies are disabled.	새 게임을 시작하시겠습니까? 현재 모드가 적용 중입니다. 참고: 트로피는 달성할 수 없게 됩니다.
Start a shift at Xenofresh	제노프레시에서 근무하기
Start an Outpost on a Planet	착륙 가능한 행성이나 위성에 전초기지 만들기
Start by asking politely, and if they refuse... take it. Sound easy enough?	먼저 정중하게 요청하고, 거절하면... 가져가세요. 충분히 쉽게 들리나요?
Start enemy wave 1.	적 웨이브 1 시작.
Start enemy wave 2.	적 웨이브 2 시작.
Start enemy wave 3.	적 웨이브 3 시작.
Start Over	다시 시작하기
Start over, right? And before you ask, I'm not giving you any details about my contingency plans.	다시 시작하는 거야, 그렇지? 그리고 물어보기 전에 말하는데, 내 비상 계획에 대해선 아무 말도 안 할 거야.
Start over.	다시 해보세요.
Start repairing the weapons, quick!	무장을 고쳐, 빨리!
Start Shift	전환 시작하기
Start talking, you traitorous bastard.	이 배신자 같은 놈. 설명 시작해.
Start the takeoff sequence! Now! If he follows us into space, maybe we can get away!	이륙 시퀀스를 시작해요! 빨리! 놈이 우주까지 쫓아온다면, 아마 따돌릴 수 있을 거예요!
Start the takeoff sequence! Now! We don't know if that Starborn is dead or not!	이륙 시퀀스를 시작해요! 빨리! 스타본 놈이 죽었는지 확실치 않아요!
Start the takeoff sequence. Our only hope is making it to space.	이륙 시퀀스를 시작해. 우주로 나가야만 살 수 있어.
Start weapon repairs, Captain!	무기 수리를 시작하세요. 선장님!
Start with a drink, perhaps?	먼저 술부터 하시겠습니까?
Start-Up Stopped	막혀 버린 스타트업
Starter Home	첫 번째 집
Starting a firefight on SY-920 would have been an inappropriate course of action. We favored the quiet approach.	SY-920에서 총격전을 벌일 수는 없었습니다. 그래서 좀 더 조용한 방식을 택했죠.
Starting a mining operation like this takes time, patience and a hell of a lot of credits.	이런 채굴 사업을 시작하려면 시간과 인내심, 그리고 엄청난 양의 크레딧이 필요해.
Starting landing procedure.	착륙 절차 시작.
Starting shield diagnostic... diagnostic wrapped.	보호막 진단 시작... 진단 완료.
Starting supply review.	보급품 검토 시작.
Starting to feel better. Man, that was a wild ride...	난 좋아지고 있어. 정말, 엄청난 경험이었지...
Starting to lose patience...	인내심이 사라지는데...
Starting to see outlines of Terrormorph anatomy inside my eyelids. It's not pleasant.	눈을 감으면 테러모프 해부도가 보이기 시작하네. 기분 좋은 느낌은 아니야.
Starting with finding the perfect place to set up shop. I sure hope you don't mind keeping me around a while longer.	완벽한 장소를 찾아 가게를 차리는 것부터 시작해야죠. 저와 같이 있는 게 어색하지 않았으면 좋겠습니다.
Starting your career with a defeat is rough, Ellie.	엘리, 변호사 경력을 패소로 시작해서 힘들었겠군.
Starvation, dehydration... you're in bad shape.	영양실조에, 탈수... 상태가 좋지 않네요.
Starview Access Pass	스타뷰 출입증
Starview Ballroom	스타뷰 무도회장
Stash Box	은닉품 보관함
Stash Box Key	은닉품 보관함 열쇠
Stash Coordinates	은닉처 좌표
Stash the weapon. You're in an embassy, for goodness' sake.	무기는 치우시죠. 여긴 대사관입니다. 부디요.
Stasiuk	스타슈크
State of the Vigilance	비질런스의 현황
State your business or stay away.	목적을 밝히든지 아니면 멀리 떨어져.
State your business.	용건이 뭐지?
State your name.	이름을 대라.
State your proposals.	제안을 말해보도록.
State your purpose.	목적을 밝혀라.
Station	시설
Station Docker	우주정거장 도킹 장치
Station Hab	우주정거장 선실
Station lock down completed. All major systems on standby.	우주정거장 봉쇄 완료. 모든 주요 시스템이 대기 중입니다.
Station lock down released. Initiating data transfer.	우주정거장 봉쇄 해제. 데이터 전송을 개시합니다.
Station Lockdown Override	우주정거장 봉쇄 재정의 설정
Station Lockdown SubSystem	우주정거장 봉쇄 하위 시스템
Station log. Doctor Judith Tatienne. I have never been so nervous since I defended my dissertation.	연구소 일지. 주디스 타티엔 박사. 논문 심사 이후로 이렇게 긴장되는 일은 처음이다.
Station log. Doctor Judith Tatienne. I've been trying to cozy up to Doctor Aiza... Victor... to see what is going on.	연구소 일지. 주디스 타티엔 박사. 뭐가 어떻게 되어가는 건지 알아보려고 아이자... 빅터... 박사와 좀 친해지려고 했다.
Station Pipe	우주정거장 파이프
Station seems in order. It'll just need some love to get it back into working order.	우주정거장 자체는 문제 없는 것 같군. 조금만 손보면 원래대로 돌아갈 거야.
Station seems secure.	우주정거장은 안전한 것 같군.
Station Sign	우주정거장 표지판
Station Struct	우주정거장 뼈대
Station Truss	우주정거장 골조
Station Wall	우주정거장 벽
Stations Docked With	도킹한 우주정거장 수
Statistical average, psychological tendencies, a sergeant's need to tower over his subordinates...	통계적 평균, 심리학적 성향, 부하들보다 우위에 서려는 경사의 욕구...
Statistically speaking we were due for some tangible rewards.	통계적으로 보면 이제 보상을 받게 될 가능성이 높아.
Statistically that's certainly accurate, so it's not that much of a comfort.	통계적으로는 확실히 그럴 테니, 큰 위안이 되진 않는군.
Statistically, I believe that should be impossible.	통계적으로 그 행동은 불가능할 텐데 말입니다.
Statistically, this area is now known for vehicular accidents.	통계적으로 이 지역은 차량 사고가 많이 발생하는 지역으로 알려져 있습니다.
Statue	조각상
Statues	동상
Status	상태
Status check?	상황이 어떻지?
Status Report: Ministry of Commerce	현황 보고서: 상무성
Status Report: Ministry of Conjunction	현황 보고서: 결합성
Status Report: Ministry of State	현황 보고서: 국무성
Status update?	상황 보고는?
Status.	현황.
Status: COMPLETE	상태: 완료
Status: Disabled	현 상태: 해제
Status: Enabled	상태: 가동 중
Status: INACTIVE	상태: 비활성화
Status="Inactive"	상태='비활성'
Stay a while, put your mind at ease. The outside world can wait, eh?	여기 좀 있어, 마음을 편히 가져. 바깥 세상은 기다려 줄 거야, 응?
Stay alert!	눈 크게 떠!
Stay alert! Weapons at the ready!	경계 바짝 세워! 무기 준비!
Stay alert, we have no idea how many enemies we're facing.	겅계를 유지해, 얼마나 많은 적을 마주해야 할지 모른단 말이지.
Stay alert. A few pirates might come back to this station, not realizing it's under new management.	조심해. 몇몇 해적들이 다시 우주정거장에 올 거야. 주인이 바뀐 걸 모르고 말이지.
Stay alert. He'll be here soon.	경계해. 놈이 곧 올 거야.
Stay alert. There's something out there.	경계하고 있어. 저기 뭔가 있다.
Stay alert. We don't know what their intentions are.	경계를 늦추지 마. 상대방의 의도를 아직 알 수는 없으니까.
Stay alive and someday, your bounty will be worth all this hassle.	살아남아. 언젠가는 당신의 현상금이 이 모든 수고를 보상할 만큼 커질 거야.
Stay alive!	죽지 마!
Stay as long as you like, and don't be a stranger.	원하는 만큼 있다 가시게. 얼굴 자주 보이고.
Stay as long as you like.	원하는 만큼 머물러도 돼.
Stay as long as you like. I ask only that you respect our privacy.	원하는 만큼 머무르도록. 다만 우리의 사생활을 존중해 주길 바란다.
Stay as long as you like. It'll be a while before the gravity's fixed.	원하는 만큼 있어도 좋아. 중력 도약 모듈을 고치려면 시간이 좀 걸리니까.
Stay away from Aurora, before you get hooked.	오로라를 멀리하세요. 중독되기 전에 말이죠.
Stay away from me!	나한테서 떨어지란 말이야!
Stay away from me.	저한테서 멀리 떨어지세요.
Stay away from my kind. They're dangerous.	저와 같은 녀석들에겐 접근하지 마세요. 위험한 놈들이니까요.
Stay away from the garden.	정원에서 떨어지세요.
Stay away from the Sixth Circle unless you're a miner. Or at least, don't come crying to me if anything happens to you.	광부가 아니라면 제6 지옥에 가지 마세요. 아니면 적어도, 무슨 일이 생겨도 내게 울며 찾아오지 마세요.
Stay away!	저리 가!
Stay away, please!	저리 좀 가, 제발!
Stay away. I'm not in control.	물러서라. 난 조종당하고 있어.
Stay back!	오지 마!
Stay back! I'll...	물러서! 난...
Stay back.	물러서라.
Stay back. Stay away! Don't you come close you hear!	물러서요. 가까이 오지 마세요! 듣고 있어요. 가까이 오지 말라고요!
Stay calm! We'll get through this!	다들 침착해! 이겨낼 수 있어!
Stay calm. Focus.	침착해. 집중하라고.
Stay calm. This is just a minor delay. The next shift will be here soon.	침착해. 그냥 약간의 지연일 뿐이야. 다음 교대조가 곧 올 거야.
Stay clear of any marines. Or try a scientist's outfit. You're more likely to be a stranger if you're wearing a labcoat.	해병대원에게 접근하지 말도록 해. 아니면 과학자 변장을 하는 게 좋겠어. 연구원 복장이면 눈에 잘 띄지 않겠지.
Stay clear of the area. It's not safe for you.	이 지역에서 떨어지게. 자네한텐 안전하지 않아.
Stay clear of the boom!	꽈광에서 떨어지세요!
Stay clear of the range during live fire exercises. It should be obvious why.	실탄 사격 훈련 중에는 사격장에서 멀리 떨어지십쇼. 이유는 말 안 해도 알겠죠.
Stay clear. Official United Colonies business.	비키세요. 식민지 연합의 공식 업무입니다.
Stay close, stay safe.	내 결에 바짝 붙게, 조심하고.
Stay down!	엎드려 있어!
Stay down! They're laying cover!	엎드려라! 적이 지원사격을 한다!
Stay focused and be careful out there.	항상 경계하고 몸조심해.
Stay focused.	집중해.
Stay for a moment? We should talk through our next steps.	잠깐 기다려 주겠어? 다음 단계 이야기를 해야지.
Stay for a moment? You must have questions about what happens next.	잠깐 기다려 주겠어? 다음엔 어떻게 되는지 알고 싶을 거야.
Stay frosty.	긴장을 늦추지 말도록.
Stay healthy!	건강하세요!
Stay healthy.	건강하세요.
Stay here. I'll go talk to the Doctor.	여기서 기다려. 의사와 이야기하고 올게.
Stay here. It's best to just wait for him to contact you.	여기 계세요. 당신 오라버니 분이 연락할 때까지 기다리는 게 좋을 것 같네요.
Stay in bleedout until hit	맞을 때까지 출혈 상태
Stay in formation! Keep those targets in sight!	진형을 유지해! 목표물을 계속해서 조준하라고!
Stay in line, and we won't have a problem.	통제만 잘 따르면 문제는 없을 거다.
Stay in orbit or jump? Your call.	궤도에 있을래, 아님 도약할래? 말만 해.
Stay in your own space lane and let Jazz do her damn job. Now, do you have what we sent you to Neon for, or not?	괜히 재스민 정신 사납게 하지 마라. 그래서, 네온에서 그건 가져온 거야?
Stay light as hydrogen, and we might be able to sneak by.	수소처럼 가볍게 다니면 몰래 지나갈 수 있을 거야.
Stay low. Cross the stage. Maybe we can get around this mess.	자세 낮춰. 무대를 가로지르자. 이 난장판을 피할 수 있을지도 몰라.
Stay off the production floor, all right? If you lose a limb, it's on you to collect it.	생산 현장에 들어가지 마세요. 알겠죠? 팔다리라도 잃으면 직접 주워가야 해요.
Stay on 'em!	놓치지 마!
Stay on guard. They might be hiding.	경계를 늦추지 마요. 숨어있을지도 몰라요.
Stay on them! Make sure they don't have backup!	놓치지 마! 녀석들한테 지원군이 오지 않도록 해!
Stay on your best behavior and we won't have a problem.	예의 바르게 행동하면 문제 없을 겁니다.
Stay on your guard. These strangers might not be friendly.	경계를 늦추지 마. 이 낯선 이들이 우호적이지 않을 수도 있어.
Stay on your guard. We don't know what kind of creatures are out there.	경계를 늦추지 마. 어떤 생물체가 있을지 몰라.
Stay on your targets! Press the attack!	목표물을 계속 노려! 공격을 멈추지 마!
Stay on your toes.	정신 바짝 차려.
Stay out here and make sure I don't get interrupted.	여기 있으면서 내가 방해받지 않도록 해줘.
Stay out of my face if you know what's good for you.	네 귀한 몸 생각한다면 내 앞에서 썩 꺼져.
Stay out of my head!	내 머릿속에 들어오지 마!
Stay out of my way!	방해하지 마!
Stay out of our territory, you gutless punk!	우리 영역에서 꺼져, 배짱 없는 쓰레기야!
Stay out of the workers' way. I don't want anyone getting hurt.	직원들 방해하지 마. 누가 다치는 걸 원치 않아.
Stay out of this, Tane. It's none of your business.	이 일에 끼어들지 마시죠. 테인. 당신이 상관할 일이 아니거든요.
Stay out of trouble from now on. I don't want to end up with a criminal record.	이제 문제 좀 일으키지 마. 전과 기록이 남는 건 싫단 말이야.
Stay out of trouble, and you won't have to deal with me.	문제에 엮이지만 않으면 절 상대할 일도 없을 거예요.
Stay out of trouble, or we'll have a problem.	말썽 부리지 마. 아니면 문제가 생길 거야.
Stay out of trouble, will you?	말썽 피우지 마, 알았지?
Stay out of trouble.	문제 일으키지 마쇼.
Stay outta your way, Captain.	방해하지 않겠습니다. 선장님.
Stay prepared. To board another ship is to step in another's home, often uninvited.	준비해. 남의 배에 강제로 승선하는 건 남의 집에 침범하는 것이니까.
Stay quiet. We have to stay quiet.	조용히 해. 조용히 있어야 해.
Stay safe now. The Vanguard's here to help.	조심하십쇼. 뱅가드가 도와드리러 왔습니다.
Stay safe out there!	조심히 가!
Stay safe out there, boss.	조심히 가시옵소서. 사장님.
Stay safe out there, Captain.	몸조심하게, 선장.
Stay safe out there.	조심히 가.
Stay safe out there. Hopefully that's the last of the Crimson Fleet	몸조심해요. 저게 마지막 크림슨 함대 놈이길 바랍니다.
Stay safe out there. Hopefully that's the last of the Ecliptic.	조심히 가세요. 저게 마지막 이클립틱 놈이길 바랍니다.
Stay safe out there. Hopefully that's the last we'll see of Spacers in this area for a while.	조심히 가세요. 저게 한동안 이 구역에서 본 마지막 스페이서 놈이길 바랍니다.
Stay safe out there. My job depends on it.	조심히 다녀야 해. 내 일자리가 달려 있다고.
Stay safe out there. Take it from me, you never know where pirates might pop up.	조심히 가. 겪어보니까 말야, 해적이 어디서 튀어나올지 모르는 일이더라.
Stay safe, and enjoy your visit.	안전 조심하시고, 즐거운 방문 되세요.
Stay safe, buddy.	잘 지내라고, 친구.
Stay safe, darling.	조심해. 자기.
Stay safe, Keeper.	몸조심하세요. 목자님.
Stay safe, okay?	조심해요. 알겠죠?
Stay safe, okay? Promise me.	위험에 빠지지 마, 알겠지? 약속해.
Stay safe.	몸조심하시오.
Stay safe. I can't serve the dead.	잘 지내. 죽은 사람한테는 서빙 못하니까.
Stay safe. I mean it.	몸조심해요. 진짜로요.
Stay safe. Stay wary.	항상 조심하고 위험한 건 하지 마.
Stay safe... My friend.	몸조심하길... 나의 친구여.
Stay sharp, Captain!	긴장 늦추지 마세요. 선장님!
Stay sharp, Captain.	긴장을 늦추지 마세요. 선장님.
Stay sharp, rook.	방심하지 마라, 신참.
Stay sharp, their weapon's working again!	정신 바짝 차려, 놈들 무장이 다시 작동한다!
Stay sharp.	긴장해.
Stay sharp. As far as I'm concerned, this is enemy territory.	경계를 늦추지 마세요. 제가 알기론, 여기는 적의 영역이에요.
Stay sharp. Could be more Starborn...	긴장해. 스타본이 있을지도 몰라...
Stay sharp. Plenty of things out in the frontier want us dead.	조심해. 변경에는 우릴 죽이려는 것들이 넘치니까.
Stay sharp. They won't get the drop on us!	정신 바짝 차려. 놈들이 우릴 기습하지 못하게 해!
Stay sharp. You kill one, there's probably two more hiding in the bushes.	주의를 기울여. 한 놈 죽여도 두 놈이 숨을 죽이고 기다릴지 모르니까.
Stay still. Let me patch you up.	움직이지 마. 치료해야겠어.
Stay strong, stay clean. I know you can beat it if you try hard enough.	정신 똑바로 차려. 노력하면 이겨 낼 수 있을 거야.
Stay the course.	잘 하고 계세요.
Stay the hell away from me. I've got nothing more to say to you.	나한테서 꺼져 버려! 더는 너와 할 얘긴 없어.
Stay vigilant.	경계를 늦추지 마.
Stay well.	건강하세요.
Stay with it! The Vigilance needs these batteries offline!	멈추지 마! 비질런스를 위해 포대를 전부 파괴해야 해!
Stay, uh... stay safe.	그... 그... 안전히 다녀오세요.
Stay... out... of... my... head.	내... 머리... 속에서... 나가.
Stayed out of trouble down there, I hope.	거기서 문제없이 잘 해결했길 바랄게요.
Staying a night at the Low House will mess your back up for weeks.	로우 하우스에서 하룻밤 자면 몇 주 동안 허리가 아플 거야.
Staying course.	현재 항로 유지 중.
Staying here probably isn't the best idea.	이곳에 계속 있는 건 좋지 않을 것 같네.
Staying here risks injury to us both.	여기서 이러다가 우리 다 부상당하겠어.
Staying out of it? No, I go looking for it.	문제는 없었냐고요? 그랬죠. 이제 찾으러 가려고요.
Staying out of trouble in Neon's like trying to stay dry in the ocean.	네온에서 문제에 휘말리지 않는 건 바다에서 젖지 않는 것만큼 어렵지.
Staying safe?	잘 지내고 있어?
Std	보통 기압
Steady Breath	부단한 숨결
Steady!	그대로 유지!
Steady, now!	정신 차려!
Steak Sandwich	스테이크 샌드위치
Steal	강도
Steal <Alias=PrimaryRef> from <Alias=TargetContainerLocation>	<Alias=TargetContainerLocation>의 <Alias=PrimaryRef> 훔치기
Steal <mag> health from your target.	대상의 체력을 <mag> 만큼 빼앗는다.
Steal a SY-920 Docking Port Keycard	SY-920의 도킹 포트 키카드 훔치기
